date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice,n_submissions,n_contributors,source_mix,status,method_version,snapshot_id
2026-04-28,Addis Ababa,Addis Ababa,Asko,9.0489,38.6889,vegetables and fruits,Onion,KG,actual,Retail,ETB,33.63,0.2402,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Asko,9.0489,38.6889,oil and fats,Cooking oil,L,actual,Retail,ETB,148.06,1.0576,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Saris,8.9797,38.7622,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,87.76,0.6269,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Saris,8.9797,38.7622,cereals and tubers,Wheat,KG,actual,Retail,ETB,56.46,0.4033,8,5,agent:6|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Saris,8.9797,38.7622,cereals and tubers,Maize,KG,actual,Retail,ETB,36.90,0.2636,6,4,agent:4|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Saris,8.9797,38.7622,vegetables and fruits,Onion,KG,actual,Retail,ETB,34.60,0.2471,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Saris,8.9797,38.7622,oil and fats,Cooking oil,L,actual,Retail,ETB,148.77,1.0626,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,,,0,0,,insufficient_data,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,cereals and tubers,Wheat,KG,actual,Retail,ETB,57.60,0.4114,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,cereals and tubers,Maize,KG,actual,Retail,ETB,38.19,0.2728,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,vegetables and fruits,Onion,KG,actual,Retail,ETB,34.11,0.2436,8,5,agent:6|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,oil and fats,Cooking oil,L,actual,Retail,ETB,154.99,1.1071,8,5,agent:6|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,90.61,0.6472,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,cereals and tubers,Wheat,KG,actual,Retail,ETB,57.53,0.4109,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,cereals and tubers,Maize,KG,actual,Retail,ETB,38.78,0.2770,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,vegetables and fruits,Onion,KG,actual,Retail,ETB,34.85,0.2489,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,oil and fats,Cooking oil,L,actual,Retail,ETB,157.05,1.1218,3,2,agent:2|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Shola Gebeya,9.0244,38.7986,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,92.63,0.6616,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Shola Gebeya,9.0244,38.7986,cereals and tubers,Wheat,KG,actual,Retail,ETB,,,0,0,,insufficient_data,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Shola Gebeya,9.0244,38.7986,cereals and tubers,Maize,KG,actual,Retail,ETB,,,2,2,agent:2,insufficient_data,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Shola Gebeya,9.0244,38.7986,vegetables and fruits,Onion,KG,actual,Retail,ETB,37.63,0.2688,8,5,agent:6|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Shola Gebeya,9.0244,38.7986,oil and fats,Cooking oil,L,actual,Retail,ETB,160.35,1.1454,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Piazza,9.0356,38.7522,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,97.37,0.6955,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Piazza,9.0356,38.7522,cereals and tubers,Wheat,KG,actual,Retail,ETB,60.90,0.4350,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Piazza,9.0356,38.7522,cereals and tubers,Maize,KG,actual,Retail,ETB,39.24,0.2803,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Piazza,9.0356,38.7522,vegetables and fruits,Onion,KG,actual,Retail,ETB,37.10,0.2650,6,4,agent:4|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-28,Addis Ababa,Addis Ababa,Piazza,9.0356,38.7522,oil and fats,Cooking oil,L,actual,Retail,ETB,,,2,2,agent:2,insufficient_data,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Merkato,9.0341,38.7395,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,,,1,1,agent:1,insufficient_data,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Merkato,9.0341,38.7395,cereals and tubers,Wheat,KG,actual,Retail,ETB,51.04,0.3646,3,2,agent:2|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Merkato,9.0341,38.7395,cereals and tubers,Maize,KG,actual,Retail,ETB,33.66,0.2404,8,5,agent:6|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Merkato,9.0341,38.7395,vegetables and fruits,Onion,KG,actual,Retail,ETB,32.68,0.2334,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Merkato,9.0341,38.7395,oil and fats,Cooking oil,L,actual,Retail,ETB,142.29,1.0164,3,2,agent:2|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Ehil Berenda,9.0333,38.7389,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,80.05,0.5718,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Ehil Berenda,9.0333,38.7389,cereals and tubers,Wheat,KG,actual,Retail,ETB,54.63,0.3902,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Ehil Berenda,9.0333,38.7389,cereals and tubers,Maize,KG,actual,Retail,ETB,36.38,0.2599,6,4,agent:4|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Ehil Berenda,9.0333,38.7389,vegetables and fruits,Onion,KG,actual,Retail,ETB,33.41,0.2386,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Ehil Berenda,9.0333,38.7389,oil and fats,Cooking oil,L,actual,Retail,ETB,146.20,1.0443,3,2,agent:2|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Atikilt Tera,9.03,38.745,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,87.39,0.6242,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Atikilt Tera,9.03,38.745,cereals and tubers,Wheat,KG,actual,Retail,ETB,55.61,0.3972,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Atikilt Tera,9.03,38.745,cereals and tubers,Maize,KG,actual,Retail,ETB,36.80,0.2629,6,4,agent:4|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Atikilt Tera,9.03,38.745,vegetables and fruits,Onion,KG,actual,Retail,ETB,30.33,0.2166,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Atikilt Tera,9.03,38.745,oil and fats,Cooking oil,L,actual,Retail,ETB,140.27,1.0019,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Asko,9.0489,38.6889,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,87.82,0.6273,6,4,agent:4|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Asko,9.0489,38.6889,cereals and tubers,Wheat,KG,actual,Retail,ETB,56.02,0.4001,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Asko,9.0489,38.6889,cereals and tubers,Maize,KG,actual,Retail,ETB,36.74,0.2624,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Asko,9.0489,38.6889,vegetables and fruits,Onion,KG,actual,Retail,ETB,33.90,0.2421,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Asko,9.0489,38.6889,oil and fats,Cooking oil,L,actual,Retail,ETB,147.95,1.0568,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Saris,8.9797,38.7622,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,89.27,0.6376,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Saris,8.9797,38.7622,cereals and tubers,Wheat,KG,actual,Retail,ETB,56.09,0.4006,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Saris,8.9797,38.7622,cereals and tubers,Maize,KG,actual,Retail,ETB,36.80,0.2629,6,4,agent:4|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Saris,8.9797,38.7622,vegetables and fruits,Onion,KG,actual,Retail,ETB,34.80,0.2486,6,4,agent:4|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Saris,8.9797,38.7622,oil and fats,Cooking oil,L,actual,Retail,ETB,148.45,1.0604,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,87.95,0.6282,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,cereals and tubers,Wheat,KG,actual,Retail,ETB,57.02,0.4073,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,cereals and tubers,Maize,KG,actual,Retail,ETB,38.28,0.2734,6,4,agent:4|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,vegetables and fruits,Onion,KG,actual,Retail,ETB,34.47,0.2462,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,oil and fats,Cooking oil,L,actual,Retail,ETB,154.74,1.1053,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,91.45,0.6532,8,5,agent:6|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-04-29,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,cereals and tubers,Wheat,KG,actual,Retail,ETB,57.38,0.4099,6,4,agent:4|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
